GeneID,log2(FC)M2,P-valueM2,P-adjM2,log2(FC)M4,P-valueM4,P-adjM4
ENSG00000012174,0.243682985,0.193989768,0.584125099,0.001278944,0.992765734,0.998373227
ENSG00000012211,0.147874424,0.518954237,0.820558831,0.042160711,0.787763987,0.93169458
ENSG00000012223,0.001428701,0.989056564,NA,-0.010987848,0.934441084,NA
ENSG00000012232,0.090185112,0.47923766,0.802348374,0.11174958,0.13816311,0.442239344
ENSG00000012504,NA,NA,NA,NA,NA,NA
ENSG00000012660,0.117346209,0.303901934,0.690177853,0.17689796,0.009799939,0.091094427
ENSG00000012779,0.215104418,0.315109592,NA,0.007726179,0.959865932,NA
ENSG00000012817,0.001689883,0.98263292,NA,-0.027216873,0.79268808,0.932686287
ENSG00000012822,0.33313189,0.08391874,0.419649977,0.171498299,0.202217224,0.529127917
ENSG00000012963,-0.254235647,0.102439222,0.452668672,-0.266025036,0.003913841,0.05022956
ENSG00000012983,-0.146322014,0.332584192,0.712111474,0.043441811,0.675317222,0.88047031
ENSG00000013016,0.112188626,0.522947756,0.822257889,0.120899281,0.273037038,0.615922873
ENSG00000013275,-0.349739198,0.018295611,0.207458005,0.050905202,0.522668439,0.801405243
ENSG00000013288,-0.185479626,0.390277641,0.754189595,0.244608172,0.134296261,0.434891569
ENSG00000013293,0.264015675,0.218268908,NA,-0.100279073,0.545767439,0.818077497
ENSG00000013297,0.664519907,0.00272524,0.071586638,0.684476526,1.05E-05,0.000536935
ENSG00000013306,-0.099537826,0.406600071,0.761546375,-0.001660555,0.980877006,0.995409605
ENSG00000013364,0.834514441,0.000312456,0.016994435,0.227141671,0.175558247,0.4956149
ENSG00000013374,-0.056489657,0.710096918,0.911298144,-0.210663363,0.02925063,0.182481788
ENSG00000013375,0.313050024,0.033833626,0.278390013,0.023334144,0.80458783,0.938036888
ENSG00000013392,0.113840738,0.59170452,0.856177546,-0.117806245,0.446544617,0.75136949
ENSG00000013441,0.151053178,0.418852839,0.765541086,0.161472013,0.204261672,0.531364023
ENSG00000013503,-0.579035261,0.005007727,0.104859996,0.074345967,0.521324636,0.800746829
ENSG00000013523,0.226552502,0.142736389,0.516248039,0.174892164,0.091225078,0.357498963
ENSG00000013561,-0.021943716,0.908771384,0.979737244,0.067924006,0.598482926,0.846497189
ENSG00000013563,0.341159528,0.142018501,0.51545055,0.015521998,0.92616192,0.978572209
ENSG00000013573,-0.236518229,0.114657252,0.470930945,0.076337448,0.461675476,0.76180084
ENSG00000013583,0.355482686,0.027149147,0.252428755,0.081225207,0.480916559,0.775476977
ENSG00000013588,-0.109015122,0.556334867,NA,-0.040683188,0.789986794,NA
ENSG00000013619,0.162809623,0.321217324,NA,-0.093735551,0.320602117,NA
ENSG00000013725,0.038051988,0.610320099,NA,0.031661163,0.523007471,NA
ENSG00000013810,-0.114886566,0.359561511,0.728817201,-0.068156207,0.377099407,0.703179178
ENSG00000014123,0.322404297,0.052988507,0.343436105,-0.073476924,0.543391255,0.815972261
ENSG00000014138,-0.196864394,0.206374706,0.596127216,-0.262682157,0.01141002,0.10054756
ENSG00000014164,0.155431639,0.36142764,0.730021272,-0.090626123,0.446247426,0.751055795
ENSG00000014216,-0.16036408,0.192346409,0.581593036,-0.336054911,8.30E-05,0.00281059
ENSG00000014257,-0.089088871,0.685590606,NA,-0.2374125,0.14510676,0.452733732
ENSG00000014641,0.004155217,0.970507619,0.994545486,-0.214924779,0.001270351,0.022498435
ENSG00000014824,-0.13373657,0.291993182,0.677573819,-0.106998046,0.186549736,0.510546386
ENSG00000014914,0.087665661,0.700174358,0.907066284,0.213773685,0.212603512,0.542999781
ENSG00000014919,-0.039516991,0.788672599,0.940486946,-0.035200047,0.714029017,0.897715911
ENSG00000015133,0.138406178,0.317603797,0.701828963,-0.021952842,0.793181753,0.932726172
ENSG00000015153,-0.138909373,0.443046824,NA,-0.155913872,0.264279437,NA
ENSG00000015171,-0.234247072,0.152909712,0.53047272,0.033987194,0.739650861,0.910776905
ENSG00000015285,0.007590251,0.958338379,NA,0.036947162,0.754317183,NA
ENSG00000015413,0.266475764,0.24566172,0.636647252,-0.042221029,0.800852235,0.936282898
ENSG00000015475,-0.29837904,0.077642547,0.405184926,0.060679173,0.589879549,0.84254307
ENSG00000015479,-0.094703617,0.426089859,0.770139554,0.004076416,0.945360248,0.985243655
ENSG00000015520,0.069896543,0.507388272,NA,0.016791174,0.795003764,NA
ENSG00000015532,0.270956194,0.103252966,0.453994378,0.099452115,0.36577243,0.695444512
ENSG00000015568,NA,NA,NA,NA,NA,NA
ENSG00000015592,-0.018533929,0.775295981,NA,0.145832931,0.068179841,NA
ENSG00000015676,0.045106855,0.732233869,0.919592044,0.185966171,0.025234743,0.165591515
ENSG00000016082,-0.035210707,0.686568319,NA,0.020567212,0.80814741,NA
ENSG00000016391,-0.141493856,0.497948459,0.810316665,-0.370291017,0.006709617,0.071079741
ENSG00000016402,-0.064538095,0.780326407,0.93671278,-0.31388405,0.063626423,0.292270668
ENSG00000016490,NA,NA,NA,0.046492532,0.278107015,NA
ENSG00000016602,-5.53E-05,0.999143358,NA,NA,NA,NA
ENSG00000016864,0.098689399,0.539129762,0.832975627,0.022813693,0.823606446,0.944437416
ENSG00000017260,-0.23171798,0.073625818,0.396251993,0.226977261,0.00146687,0.024992068
ENSG00000017373,0.126786144,0.585024998,0.853567792,-0.286324664,0.090039253,0.355477271
ENSG00000017427,NA,NA,NA,NA,NA,NA
ENSG00000017483,-0.580773307,0.002572414,0.069223289,-0.556112973,1.11E-06,9.08E-05
ENSG00000017621,0.057621052,0.651508552,NA,0.044398102,0.65297978,NA
ENSG00000017797,0.020975874,0.875939057,0.973467855,0.123812661,0.131420954,0.429995412
ENSG00000018189,0.105790337,0.523822641,0.823150366,0.080956209,0.490218462,0.782722866
ENSG00000018236,-0.724721191,5.22E-05,0.004241764,-0.259061715,0.044513076,0.235907127
ENSG00000018280,-0.000140968,0.998483005,NA,0.000369574,0.993728514,NA
ENSG00000018408,0.104373945,0.573453489,0.848015413,0.281772956,0.018422891,0.134981765
ENSG00000018510,-0.254200585,0.055872834,0.351905644,0.041072962,0.607822938,0.851632065
ENSG00000018607,-0.013604534,0.893392104,NA,-0.007241687,0.928337276,NA
ENSG00000018610,-0.143807026,0.430366486,0.772073266,0.03217879,0.802656878,0.937061544
ENSG00000018625,0.211179007,0.113085277,0.469079734,-0.563323478,5.26E-08,7.35E-06
ENSG00000018699,-0.193554374,0.25653363,0.646166733,-0.108138388,0.262108776,0.604766024
ENSG00000018869,-0.137799613,0.550761071,0.83817284,0.00264728,0.987537749,0.997032147
ENSG00000019102,0.053895343,0.388450504,NA,-0.006362426,0.824428122,NA
ENSG00000019144,0.138451261,0.313450541,0.697667964,-0.043017033,0.639211448,0.867783237
ENSG00000019169,NA,NA,NA,NA,NA,NA
ENSG00000019186,-0.011911674,0.782043764,NA,-0.001091923,0.984178165,NA
ENSG00000019485,-0.096995417,0.675135317,0.898381127,-0.138240629,0.41370015,0.728933536
ENSG00000019505,0.181606945,0.265769541,0.653577504,-0.07208237,0.538689544,0.81282906
ENSG00000019549,0.135484238,0.359474704,NA,0.054760496,0.707819298,NA
ENSG00000019582,0.022356186,0.890072805,0.977412484,-0.351888729,0.000965382,0.018218449
ENSG00000019991,0.075754711,0.571437254,NA,-0.023105603,0.820636433,NA
ENSG00000019995,-0.073520273,0.624039098,0.873899203,0.066730314,0.499043305,0.786602886
ENSG00000020129,-0.327747936,0.031830914,0.27076316,-0.074482531,0.470441874,0.76758093
ENSG00000020181,0.163927876,0.475579107,0.799545962,0.055850557,0.743967539,0.913093915
ENSG00000020219,NA,NA,NA,NA,NA,NA
ENSG00000020256,-0.03607334,0.82900275,0.957275935,0.130648486,0.252812155,0.594527215
ENSG00000020426,0.136494125,0.45680573,0.788854883,0.019823258,0.876490793,0.963112548
ENSG00000020577,0.279790082,0.225339579,0.613805699,0.16234391,0.295221489,0.638911904
ENSG00000020633,0.044050884,0.781364204,NA,0.047389402,0.728045096,NA
ENSG00000020922,-0.092489717,0.545139703,0.834814272,0.135656877,0.183760324,0.506330254
ENSG00000021300,0.098224272,0.61596714,0.868852111,-0.278240193,0.072028932,0.314000763
ENSG00000021355,0.461382991,0.01298343,0.17432563,-0.093153739,0.551604987,0.820689806
ENSG00000021461,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000021488,-0.017742868,0.786118105,NA,0.019999748,0.560144035,NA
ENSG00000021574,-0.325073836,0.032993398,0.274932653,0.103941586,0.263825422,0.606293969
ENSG00000021645,-0.141188781,0.541792103,0.832996851,-0.095305157,0.578720488,0.835409905
ENSG00000021762,0.168206502,0.448787726,0.784277698,-0.522160958,0.00201162,0.031358149
ENSG00000021776,-0.006482509,0.958167906,0.991147827,-0.009298319,0.903347841,0.972221666
ENSG00000021826,-0.65467664,0.00188775,0.058936061,-0.362022252,0.004938406,0.058740145
ENSG00000021852,NA,NA,NA,NA,NA,NA
ENSG00000022267,-0.202387387,0.159977187,0.539270659,-0.10777487,0.307440368,0.650336163
ENSG00000022277,0.069538026,0.64822408,0.884259113,0.016101169,0.874485083,0.961862667
ENSG00000022355,-0.088601981,0.605784008,NA,-0.233130372,0.160936992,0.474793883
ENSG00000022556,-0.01181365,0.918203364,0.981821995,-0.122502236,0.202322044,0.52930007
ENSG00000022567,-0.138453439,0.438338131,0.776009364,0.11481818,0.333258616,0.671468333
ENSG00000022840,-0.108100523,0.3645899,0.732151935,0.094566154,0.184212383,0.507369687
ENSG00000022976,0.204210423,0.320267159,0.704508146,-0.00035788,0.998039739,0.999497131
ENSG00000023041,-0.549091145,0.003758108,0.087958381,0.162865989,0.128960681,0.425953425
ENSG00000023171,0.116299853,0.544536139,0.834288122,-0.213965963,0.082048589,0.337501657
ENSG00000023191,0.063401463,0.686079407,0.90286193,0.131606439,0.272937775,0.615801381
ENSG00000023228,-0.170729222,0.174866946,0.55868832,-0.315686097,3.27E-05,0.001385913
ENSG00000023287,0.016352964,0.899623483,0.978810395,0.214175142,0.007053813,0.073249473
ENSG00000023318,-0.216292981,0.158933871,0.538609375,0.081886401,0.377089162,0.703179178
ENSG00000023330,0.030746481,0.842802406,0.961447892,-0.154544202,0.103616419,0.380516076
ENSG00000023445,0.022119392,0.811182662,NA,-0.026911096,0.686734863,NA
ENSG00000023516,-0.175518573,0.237901756,0.626755012,0.172220862,0.067403902,0.302192303
ENSG00000023572,-0.420067084,0.070448063,0.387209392,-0.191465267,0.261007853,0.603441614
ENSG00000023608,0.931958226,2.65E-06,0.000390628,0.419967774,0.003914809,0.05022956
ENSG00000023697,0.000228243,0.99889631,0.999724733,0.116748005,0.359460168,0.691586593
ENSG00000023734,-0.145583772,0.258529997,0.647867012,-0.157156888,0.016746045,0.127872349
ENSG00000023839,0.047115637,0.739338208,NA,-0.062321114,0.666261216,NA
ENSG00000023892,0.384855186,0.091871897,0.43275878,0.372629622,0.022799002,0.155148882
ENSG00000023902,-0.216243661,0.169353858,0.551732519,-0.103167716,0.337643998,0.67435878
ENSG00000023909,-0.143654946,0.437339857,0.775429637,0.03013888,0.806688919,0.939002241
ENSG00000024048,-0.093549643,0.55975724,0.842721549,0.033939112,0.731369243,0.90672464
ENSG00000024422,0.514560311,0.007776839,0.134714574,-0.129149517,0.351731842,0.685273271
ENSG00000024526,-0.022320388,0.876071033,0.973530238,0.029245991,0.760321614,0.920010861
ENSG00000024862,-0.084772171,0.682862706,0.901215884,0.000839398,0.995494588,0.998534557
ENSG00000025039,-0.107278752,0.532423108,0.829027893,0.241302941,0.03197344,0.192721684
ENSG00000025156,0.125272896,0.468211576,0.795810884,-0.034493586,0.773149748,0.925807327
ENSG00000025293,0.228300907,0.086504275,0.424206846,0.073287361,0.38843382,0.712654149
ENSG00000025423,0.020846082,0.928576976,0.983668691,-0.122689947,0.474134289,0.769808359
ENSG00000025434,-0.079460906,0.703792998,0.909150556,0.023828222,0.86640888,0.959281348
ENSG00000025708,-0.017742868,0.786118105,NA,0.018636283,0.763430798,NA
ENSG00000025770,-0.14987567,0.313336915,0.697667964,-0.244915089,0.011349645,0.100276151
ENSG00000025772,-0.126146645,0.389088823,0.754189595,-0.124788311,0.196076636,0.522024213
ENSG00000025796,0.000598188,0.996317722,0.998885752,-0.01825461,0.826078818,0.945170793
ENSG00000025800,-0.000838842,0.994603142,0.998510062,-0.080224467,0.279818957,0.624675671
ENSG00000026025,0.939614291,1.01E-10,3.72E-08,-0.699096263,7.41E-14,4.37E-11
ENSG00000026036,0.154277812,0.389769128,NA,0.008200993,0.952770154,NA
ENSG00000026103,-0.061731492,0.771407582,NA,-0.590768348,0.000343929,0.008443316
ENSG00000026297,0.298776681,0.189717948,0.57802506,0.158955616,0.335886252,0.673566485
ENSG00000026508,0.047327311,0.835900467,0.959029173,-0.479599136,0.002710086,0.038770241
ENSG00000026559,0.245805534,0.230662261,0.618668176,0.163844022,0.283700934,0.628084244
ENSG00000026652,0.055755059,0.720144983,0.915588451,0.14757134,0.134550684,0.435490009
ENSG00000026751,NA,NA,NA,NA,NA,NA
ENSG00000026950,0.130377429,0.573622032,0.848015413,0.064671376,0.695920559,0.888720235
ENSG00000027001,-0.125439436,0.470629593,0.796675539,-0.282718525,0.017665706,0.131566342
ENSG00000027075,0.476594324,0.017787942,0.204410042,0.155644258,0.355959435,0.688957022
ENSG00000027644,-0.01773047,0.773506244,NA,-0.012707434,0.760544176,NA
ENSG00000027697,-0.241443959,0.153569883,0.531900436,-0.097726809,0.360574044,0.691586593
ENSG00000027847,0.054363314,0.781540143,0.937351189,0.227969209,0.084302203,0.342512424
ENSG00000027869,0.401508199,0.083500069,0.418989856,0.238858224,0.16332689,0.478616958
ENSG00000028116,-0.185386296,0.332962204,0.712706459,-0.135738046,0.285275378,0.63021741
ENSG00000028137,0.00545382,0.980380755,NA,-0.0100225,0.953305367,0.987233268
ENSG00000028203,0.078971742,0.572246345,0.848015413,-0.069895188,0.439459391,0.746954383
ENSG00000028277,0.318194702,0.160756086,0.539518572,-0.137053171,0.40418219,0.722701921
ENSG00000028310,-0.019099557,0.902836186,0.978810395,-0.267360042,0.017275149,0.13037594
ENSG00000028528,-0.315090189,0.045661127,0.319056189,-0.135724968,0.139895797,0.445158797
ENSG00000028839,-0.368314279,0.033649559,0.27734701,0.010244197,0.922204918,0.97742537
ENSG00000029153,-0.309785837,0.105692689,0.457845069,-0.438839542,0.000557378,0.012133479
ENSG00000029363,-0.606767656,6.13E-05,0.004918235,-0.215017091,0.011715043,0.101715377
ENSG00000029364,0.180210053,0.202065581,0.591028339,-0.150559938,0.104941014,0.383854667
ENSG00000029534,0.530430605,0.007706573,0.134610754,0.351038387,0.014096324,0.114957518
ENSG00000029559,NA,NA,NA,NA,NA,NA
ENSG00000029639,-0.023338127,0.895811317,0.97800406,-0.100938104,0.381397046,0.706530082
ENSG00000029725,-0.113015576,0.410254697,0.762099662,-0.088052814,0.321696247,0.662486546
ENSG00000029993,-0.276873654,0.024234437,0.240210987,-0.10696216,0.118718888,0.408455228
ENSG00000030066,-0.250052445,0.05186873,0.340667417,-0.192831222,0.005748853,0.064519782
ENSG00000030110,-0.167395045,0.312634429,0.697223418,0.081531026,0.436278019,0.744521036
ENSG00000030304,NA,NA,NA,NA,NA,NA
ENSG00000030419,0.120516862,0.595516162,0.857454698,-0.03289092,0.844587124,0.950371154
ENSG00000030582,-0.048172141,0.718197481,0.914562051,0.001642712,0.982714674,0.996081944
ENSG00000031003,-0.306918665,0.131418775,0.49775491,-0.033970899,0.79940591,0.935359951
ENSG00000031081,-0.159175625,0.460290938,0.790407289,-0.095569346,0.526157616,0.803494856
ENSG00000031544,-0.053748284,0.622415717,NA,0.036784611,0.752319932,NA
ENSG00000031691,-0.175002384,0.335037258,0.713919929,-0.162534584,0.166574421,0.482606793
ENSG00000031698,0.147147172,0.246872125,0.637560875,0.168577527,0.029265439,0.182481788
ENSG00000031823,-0.279580263,0.050477841,0.336278935,-0.09083365,0.324944321,0.664139587
ENSG00000032219,-0.12926052,0.525232752,0.824135154,-0.028426436,0.833841822,0.947215434
ENSG00000032389,-0.025539362,0.884646723,0.975307173,0.025698891,0.835432604,0.947689594
ENSG00000032444,0.151044557,0.32332515,0.70521693,-0.145539108,0.181790996,0.503187587
ENSG00000032742,-0.341693083,0.138313736,0.508262167,0.101270442,0.538085264,0.812455454
ENSG00000033011,-0.241726032,0.214494629,0.604012241,-0.343783406,0.008876423,0.084955576
ENSG00000033030,-0.191197352,0.255052084,0.644558244,-0.081831592,0.455628043,0.757607701
ENSG00000033050,-0.395975226,0.010085238,0.151418452,-0.030858638,0.715896129,0.89839764
ENSG00000033100,-0.391139431,0.042004428,0.305272921,0.097962317,0.425536911,0.737017987
ENSG00000033122,-0.00285708,0.985777489,NA,0.03750792,0.772177726,NA
ENSG00000033170,0.324248184,0.057478592,0.357596564,-0.001510729,0.990902338,0.998268364
ENSG00000033178,0.025315855,0.849158873,0.963642189,0.274786889,0.001949862,0.030606519
ENSG00000033327,0.437481983,0.016727095,0.198851904,-0.052530571,0.685153298,0.883349018
ENSG00000033627,0.012372153,0.939253681,0.984845851,-0.131132151,0.227971865,0.562956014
ENSG00000033800,0.014707565,0.928730983,0.983668691,-0.082020406,0.440772115,0.747887625
ENSG00000033867,0.390969515,0.008511507,0.141337263,0.511940083,3.91E-07,3.98E-05
ENSG00000034053,0.260328492,0.165478142,0.545474431,-0.025209058,0.851909943,0.953724732
ENSG00000034063,-0.48167051,0.014617943,0.185227953,0.047348453,0.698767009,0.890322753
ENSG00000034152,-0.276657711,0.098115878,0.444515537,-0.052485088,0.612744081,0.854187489
ENSG00000034239,-0.050230564,0.407758001,NA,-0.006362426,0.824428122,NA
ENSG00000034510,0.093213047,0.418275026,0.765247752,0.09243108,0.182757818,0.504798682
ENSG00000034533,-0.258064394,0.261959817,0.651145666,0.023093036,0.878798813,0.96360161
ENSG00000034677,0.376965256,0.065448016,0.376722301,-0.028339863,0.840838218,0.949053216
ENSG00000034693,-0.068711121,0.726961163,0.917564048,-0.100801821,0.442503427,0.748656621
ENSG00000034713,-0.056010403,0.716948613,0.914097279,0.0051559,0.959566424,0.98944515
ENSG00000034971,0.012946606,0.763648132,NA,0.007156764,0.802934389,NA
ENSG00000035115,0.018465629,0.911872586,0.979897337,0.055869518,0.648649595,0.871052788
ENSG00000035141,-0.425747724,0.004632728,0.099940096,-0.152718999,0.080772125,0.334891948
ENSG00000035403,0.416424111,0.000952121,0.037112271,0.437360258,0.003881053,0.050006623
ENSG00000035499,-0.228079342,0.110552316,0.467099911,-0.086143232,0.306410697,0.649078245
ENSG00000035664,0.058355312,0.775556094,NA,-0.06235098,0.665676548,NA
ENSG00000035681,-0.157885793,0.348210206,0.721811321,-0.117154283,0.309438443,0.651426071
ENSG00000035687,-0.06498735,0.621441892,0.871901241,-0.006454859,0.932939684,0.980740098
ENSG00000035720,NA,NA,NA,NA,NA,NA
ENSG00000035862,-0.29749097,0.056735511,0.354300084,0.076772378,0.436374169,0.744521036
ENSG00000035928,-0.158346003,0.219977739,0.608470485,-0.105923759,0.157188286,0.468318877
ENSG00000036054,-0.069669022,0.681341988,0.900837045,-0.042532045,0.707756319,0.894066519
ENSG00000036257,-0.116189628,0.373585945,0.740826573,-0.008574536,0.913189795,0.975597684
ENSG00000036448,-0.00961403,0.961332209,NA,0.082632904,0.485341016,NA
ENSG00000036473,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000036530,-0.160360692,0.126241283,NA,-0.065048888,0.52122631,NA
ENSG00000036549,-0.013149916,0.927097494,0.983652127,0.130341346,0.117813041,0.406870503
ENSG00000036565,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000036672,-0.017514813,0.938190372,0.98484238,0.044017013,0.79070695,0.932550436
ENSG00000036828,-0.115697255,0.308195117,NA,-0.209760083,0.088948136,NA
ENSG00000037042,0.466044777,0.033215904,0.275070544,-0.122268061,0.443194224,0.749077776
ENSG00000037241,0.060140742,0.75591094,0.926553937,-0.003033769,0.981743964,0.995650126
ENSG00000037280,-0.059620617,0.769217209,0.932358082,-0.037198163,0.796425413,0.933999555
ENSG00000037474,-0.521231832,0.000826294,0.033353181,-0.093467978,0.2552734,0.596351597
ENSG00000037637,-0.172960321,0.294700276,0.679551268,-0.033851169,0.746807959,0.913879009
ENSG00000037749,-0.120052269,0.443099373,0.779479207,0.022750065,0.813226329,0.940479506
